,text,symp,label
408,"My neck has been stiff, and I've had difficulty turning my head without discomfort.",symptom,0
409,I like to take weekend drives in the countryside to relax and unwind.,None,1
410,"I described the fundamentals of cybersecurity awareness to a group of employees, promoting online security practices.",None,1
411,Compact SUVs are a popular choice for urban commuters.,None,1
412,"I've had a history of anaphylaxis to a food allergen, and I need an emergency plan.",symptom,0
413,I talked about my experience of traveling to a foreign country last summer.,None,1
414,I talked about the joy of adopting a rescue pet and the bond we formed.,None,1
415,I watched a heart-pounding disaster movie with breathtaking special effects.,None,1
416,I've had a sudden onset of throat swelling after eating out.,symptom,0
417,"I've had occasional, stabbing pains in my abdomen.",symptom,0
418,Their smile brightens up my day.,None,1
419,I enjoy taking scenic drives in the countryside.,None,1
420,"Hiking to a secluded waterfall hidden deep within a lush rainforest, with the sound of rushing water as your reward.",None,1
421,"I've had this constant discomfort in my shoulder blade area, and it's affecting my range of motion.",symptom,0
422,What's the result of the penalty shootout?,None,1
423,I've been experiencing muscle spasms in my neck and shoulders.,symptom,0
424,"I outlined the steps to plan a successful event, from choosing a venue to sending invitations.",None,1
425,"I've had episodes of memory lapses, where I forget important details.",symptom,0
426,"I've had a history of exposure to secondhand smoke, and I'm worried about lung issues.",symptom,0
427,I described the historical significance of a local monument to a tourist.,None,1
428,SUVs are a popular choice for families because of their spacious interiors.,None,1
429,"Savoring a bowl of authentic ramen in a traditional Japanese eatery, with its rich broth and tender noodles, is a culinary journey.",None,1
430,"I advised my friend on planning a memorable camping trip, covering essential gear and campfire cooking.",None,1
431,They're the one who completes me.,None,1
432,"I've noticed changes in my skin, such as rashes and discoloration, and it's causing me discomfort.",symptom,0
433,"The sensation of gliding effortlessly through the clear waters of the Great Barrier Reef, surrounded by colorful coral and marine life, is a dream.",None,1
434,"I asked a fellow cyclist for their favorite biking trails, and I explored new routes.",None,1
435,"There's a persistent, deep ache in my chest that's been going on for several days, and it's not improving.",symptom,0
436,I believe that the best meals are made with love and care.,None,1
437,"I've been experiencing hot flashes, night sweats, and mood swings that suggest hormonal changes.",symptom,0
438,Savoring a fine wine with a gourmet meal is a sensory delight.,None,1
439,"I've been feeling more fatigued than usual, and it's concerning.",symptom,0
440,I'd like to stay informed about international developments in the field of healthcare.,None,1
441,"I've had a history of retinal detachment, and I need an evaluation.",symptom,0
442,"I explained the principles of sustainable living to my community, encouraging eco-conscious choices.",None,1
443,I've been dealing with a constant twitching in my eyelid.,symptom,0
444,I enjoy hiking in the mountains.,None,1
445,I've had recurring episodes of ear drainage with a foul odor.,symptom,0
446,I'm planning to attend a wine tasting event.,None,1
447,"I embarked on a scenic helicopter tour, taking in breathtaking aerial views of natural wonders.",None,1
448,"I've noticed changes in the size and shape of my urethral opening, and it's causing me concern.",symptom,0
449,I've been experiencing persistent coughing with a persistent metallic taste.,symptom,0
450,"I've been dealing with persistent muscle weakness, and it's affecting my ability to perform tasks.",symptom,0
451,"I ventured into a mystical forest, where ancient trees seemed to whisper their secrets.",None,1
452,"I've developed these painful, swollen lymph nodes in my neck and groin, along with skin changes.",symptom,0
453,Imagine a world where artificial intelligence becomes self-aware; that's the premise of this sci-fi thriller.,None,1
454,"I've been feeling weak and fatigued, even after a full night's sleep.",symptom,0
455,"My throat has been sore for a few days, and it's painful to swallow.",symptom,0
456,I've been diagnosed with appendicitis and need surgical removal of my appendix.,symptom,0
457,"I've had a persistent, throbbing pain in my abdomen, and it's affecting my sleep.",symptom,0
458,"I went on a culinary tour, tasting regional specialties in charming local eateries.",None,1
459,I find solace in the gentle rustling of leaves and the songs of birds while meditating beneath the shade of ancient oak trees in a tranquil forest.,None,1
460,"I've been pregnant for the second time, and I'm experiencing different symptoms than my first pregnancy.",symptom,0
461,I've been dealing with chest pain that worsens when I take deep breaths.,symptom,0
462,"Nosebleeds have become more frequent for me, and I'm not sure if it's a cause for concern.",symptom,0
463,I enjoy watching Formula 1 races and admiring the engineering behind the cars.,None,1
464,"I've been getting frequent heart palpitations, and it's concerning.",symptom,0
465,"I've had a history of ear tube placement, and I'm concerned about complications.",symptom,0
466,I enjoy the process of marinating meat for a flavorful barbecue.,None,1
467,I explained the principles of effective communication and active listening.,None,1
468,Any injuries to key players?,None,1
469,I've had recurring lung infections with a persistent cough.,symptom,0
470,I'm excited about the upcoming astronomy event for stargazing.,None,1
471,"I've been feeling weak and shaky, especially in the mornings.",symptom,0
472,"I guided my teammate through the process of creating a captivating presentation, enhancing their public speaking skills.",None,1
473,I've been dealing with chronic joint pain that worsens with activity.,symptom,0
474,I've been experiencing allergic reactions to various cleaning products.,symptom,0
475,I outlined steps to create an engaging social media caption for a content creator.,None,1
476,Who's the coach for this team?,None,1
477,I was moved by this inspiring sports film that's based on a true story.,None,1
478,"I have a persistent pain in my head, particularly on the right side.",symptom,0
479,What's happening in the world of international music and artistic performances?,None,1
480,I talked about my experience of cooking a new recipe and how delicious it turned out.,None,1
481,"Eating a warm, buttery croissant is a little slice of heaven.",None,1
482,I've got bleeding gums.,symptom,0
483,I described the excitement of attending a live sports event and the team spirit.,None,1
484,I'm having sudden panic attacks.,symptom,0
485,I've been having difficulty swallowing both solid and liquid foods.,symptom,0
486,"I attended a cultural festival, where the vibrant colors and music filled the air.",None,1
487,The harmonious melodies of a full orchestra performing a symphony by Beethoven resonate deep within the soul and evoke powerful emotions.,None,1
488,Attending a live concert and feeling the music resonate through my body is exhilarating.,None,1
489,I joined a pottery class and created a set of beautifully glazed ceramic pieces.,None,1
